889	891
5672	5674
5746	5748
6019	6021
6078	6080
6090	6092
6162	6164
6184	6186
6264	6266
6560	6562
8062	8064
8103	8107
9897	9898
10312	10314
10368	10370
10964	10965
11006	11008
11010	11011
11173	11175
11217	11219
11291	11292
11343	11345
12354	12355
14405	14407
15056	15057
20898	20902
21276	21277
25991	25993
28580	28582
28961	28963
28968	28969
28977	28978
28981	28982
29020	29022
29032	29034
29040	29042
29044	29046
29082	29084
29088	29090
29106	29108
29127	29129
29544	29546
32020	32022
32753	32755
34967	34968
35018	35020
36916	36917
37148	37150
37260	37261
37301	37302
37316	37318
37520	37522
37601	37602
38205	38207
38629	38631
38641	38643
40387	40389
40444	40445
40740	40741
42231	42233
42328	42330
43642	43644
51461	51463
52146	52148
52555	52557
56317	56319
57133	57135
