0	188
188	842
842	856
856	902
902	918
918	932
932	978
978	993
993	1013
1013	1220
1220	1268
1268	1355
1355	1538
1538	1575
1575	1622
1622	1754
1754	1989
1989	2161
2161	2261
2261	2355
2355	2522
2522	2640
2640	2724
2724	2863
2863	2980
2980	3101
3101	3200
3200	3306
3306	3368
3368	3432
3432	3512
3512	3565
3565	3601
3601	3690
3690	3780
3780	3878
3878	3992
3992	4155
4155	4276
4276	4343
4343	4499
4499	4582
4582	4705
4705	5000
5000	5348
5348	5429
5429	5576
5576	5735
5735	5824
5824	5850
5850	5926
5926	5994
5994	6128
6128	6221
6221	6712
6712	6847
6847	6941
6941	7082
7082	7136
7136	7180
7180	7215
7215	7271
7271	7393
7393	7489
7489	7707
7707	7753
7753	7867
7867	7995
7995	8017
8017	8044
8044	8123
8123	8257
8257	8272
8272	8365
8365	8378
8378	8456
8456	8534
8534	8583
8583	8608
8608	8727
8727	8816
8816	8942
8942	9056
9056	9121
9121	9156
9156	9214
9214	9232
9232	9296
9296	9332
9332	10089
10089	10145
10145	10158
10158	10174
10174	10190
10190	10206
10206	10234
10234	10250
10250	10266
10266	10282
10282	10336
10336	10398
10398	10420
10420	10510
10510	10665
10665	10876
10876	10990
10990	11004
11004	11025
11025	11048
11048	11097
11097	11206
11206	11250
11250	11298
11298	11349
11349	11431
11431	11471
11471	11731
11731	11751
11751	11779
11779	11795
11795	11981
11981	11994
11994	12049
12049	12062
12062	12222
12222	12252
12252	12265
12265	12367
12367	12482
12482	12558
12558	12583
12583	12603
12603	12743
12743	12848
12848	12863
12863	13103
13103	13246
13246	13330
13330	13407
13407	13474
13474	13503
13503	13556
13556	13685
13685	13729
13729	13750
13750	13809
13809	13882
13882	13934
13934	14148
14148	14257
14257	14322
14322	14421
14421	14441
14441	14494
14494	14688
14688	14724
14724	14755
14755	14773
14773	14860
14860	14887
14887	14932
14932	14973
14973	15037
15037	15074
15074	15103
15103	15197
15197	15274
15274	15298
15298	15313
15313	15349
15349	15398
15398	15437
15437	15511
15511	15571
15571	15619
15619	15747
15747	15899
15899	16013
16013	16086
16086	16106
16106	16138
16138	16190
16190	16294
16294	16349
16349	16406
16406	16621
16621	16695
16695	16737
16737	16786
16786	16830
16830	16902
16902	16916
16916	16933
16933	16997
16997	17020
17020	17052
17052	17067
17067	17095
17095	17160
17160	17177
17177	17192
17192	17206
17206	17222
17222	17235
17235	17253
17253	17275
17275	17292
17292	17309
17309	17331
17331	17345
17345	17358
17358	17373
17373	17387
17387	17407
17407	17433
17433	17458
17458	17528
17528	17629
17629	17645
17645	17659
17659	17923
17923	18144
18144	18157
18157	18230
18230	18296
18296	18379
18379	18603
18603	18702
18702	18745
18745	18785
18785	18819
18819	18835
18835	18882
18882	18924
18924	18947
18947	18981
18981	19079
19079	19101
19101	19126
19126	19140
19140	19156
19156	19184
19184	19211
19211	19246
19246	19519
19519	19568
19568	19626
19626	19681
19681	19796
19796	19856
19856	19924
19924	20014
20014	20070
20070	20115
20115	20162
20162	20249
20249	20301
20301	20369
20369	20391
20391	20424
20424	20462
20462	20514
20514	20584
20584	20629
20629	20715
20715	20730
20730	20745
20745	20790
20790	20813
20813	20834
20834	20853
20853	20921
20921	20980
20980	20995
20995	21012
21012	21042
21042	21187
21187	21233
21233	21303
21303	21339
21339	21482
21482	21532
21532	21600
21600	21630
21630	21643
21643	22059
22059	22096
22096	22230
22230	22266
22266	22409
22409	22457
22457	22491
22491	22578
22578	22592
22592	22612
22612	22632
22632	22652
22652	22917
22917	23181
23181	23306
23306	23379
23379	23407
23407	23780
23780	23909
23909	23951
23951	23985
23985	24002
24002	24027
24027	24045
24045	24070
24070	24086
24086	24119
24119	24185
24185	24242
24242	24366
24366	24553
24553	24642
24642	24787
24787	25110
25110	25134
25134	25183
25183	25278
25278	25964
25964	26036
26036	26093
26093	26325
26325	26784
26784	27117
27117	27133
27133	27210
27210	27406
27406	27498
27498	27544
27544	27586
27586	27632
27632	27674
27674	27715
27715	27732
27732	27853
27853	27884
27884	28131
28131	28307
28307	28701
28701	28742
28742	28868
28868	29382
29382	29570
29570	29767
29767	29791
29791	29859
29859	29899
29899	29977
29977	30044
30044	30148
30148	30226
30226	30243
30243	30289
30289	30349
30349	30387
30387	30440
30440	30456
30456	30498
30498	30524
30524	30537
30537	30560
30560	30669
30669	30693
30693	30831
30831	31020
31020	31129
31129	31210
31210	31263
31263	31317
31317	31361
31361	31487
31487	31511
31511	31560
31560	31749
31749	32000
32000	32206
32206	32221
32221	32236
32236	32251
32251	32266
32266	32281
32281	32296
32296	32326
32326	32341
32341	32356
32356	32371
32371	32386
32386	32401
32401	32416
32416	32431
32431	32446
32446	32461
32461	32476
32476	32491
32491	32506
32506	32617
32617	32661
32661	32786
32786	32799
32799	32813
32813	32831
32831	32846
32846	32932
32932	32946
32946	32962
32962	33100
33100	33192
33192	33401
33401	33433
33433	33489
33489	33599
33599	33644
33644	33663
33663	33699
33699	33733
33733	33766
33766	33791
33791	33825
33825	33869
33869	33966
33966	34004
34004	34054
34054	34085
34085	34124
34124	34217
34217	34883
34883	34932
34932	35045
35045	35096
35096	35583
35583	35859
35859	35964
35964	36168
36168	36502
36502	36860
36860	36987
36987	37097
37097	37150
37150	37220
37220	37261
37261	37348
37348	37463
37463	37595
37595	37719
37719	37980
37980	38068
38068	38259
38259	38663
38663	38776
38776	38956
38956	39130
39130	39202
39202	39253
39253	39348
39348	39523
39523	39678
39678	39761
39761	39826
39826	39881
39881	39926
39926	39970
39970	40103
40103	40249
40249	40349
40349	40396
40396	40451
40451	40491
40491	40515
40515	40558
40558	40603
40603	40872
40872	40970
40970	41128
41128	41301
41301	41347
41347	41411
41411	41589
41589	41734
41734	41768
41768	41820
41820	42075
42075	42560
42560	42712
42712	42890
42890	43035
43035	43371
43371	43667
43667	43775
43775	44283
44283	44625
44625	44649
44649	44837
44837	44914
44914	44977
44977	45062
45062	45162
45162	45401
45401	45613
45613	45737
45737	45969
45969	46042
46042	46067
46067	46084
46084	46144
46144	46203
46203	46264
46264	46327
46327	46344
46344	46362
46362	46390
46390	46407
46407	46440
46440	46462
46462	46486
46486	46519
46519	46561
46561	46625
46625	46648
46648	46665
46665	46678
46678	46695
46695	46708
46708	46725
46725	46738
46738	46755
46755	46768
46768	46785
46785	46798
46798	46815
46815	46828
46828	46845
46845	46858
46858	46875
46875	46888
46888	47027
47027	47158
47158	47218
47218	47278
47278	47294
47294	47482
47482	47534
47534	47605
47605	47653
47653	47677
47677	47715
47715	47741
47741	47867
47867	47928
47928	47966
47966	48118
48118	48305
48305	48323
48323	48391
48391	48412
48412	48537
48537	48609
48609	48627
48627	48661
48661	48682
48682	48695
48695	48721
48721	48734
48734	48755
48755	48768
48768	48785
48785	48798
48798	48811
48811	48824
48824	48841
48841	48879
48879	48903
48903	49009
49009	49101
49101	49114
49114	49131
49131	49243
49243	49278
49278	49297
49297	49349
49349	49366
49366	49409
49409	49506
49506	49588
49588	49647
49647	49660
49660	49677
49677	49690
49690	49707
49707	49749
49749	49871
49871	50065
50065	50110
50110	50307
50307	50438
50438	50453
50453	50471
50471	50488
50488	50505
50505	50518
50518	50531
50531	50548
50548	50565
50565	50578
50578	50595
50595	50608
50608	50625
50625	50638
50638	50655
50655	50722
50722	51077
51077	51098
51098	51133
51133	51163
51163	51184
51184	51207
51207	51226
51226	51243
51243	51256
51256	51273
51273	51286
51286	51315
51315	51328
51328	51350
51350	51363
51363	51384
51384	51405
