0	57
57	72
72	111
111	183
183	246
246	277
277	330
330	396
396	433
433	498
498	537
537	579
579	669
669	706
706	726
726	829
829	877
877	933
933	984
984	1024
1024	1074
1074	1115
1115	1203
1203	1259
1259	1313
1313	1347
1347	1362
1362	1406
1406	1455
1455	1488
1488	1561
1561	1603
1603	1699
1699	1772
1772	1807
1807	1822
1822	1963
1963	1993
1993	2021
2021	2134
2134	2171
2171	2218
2218	2299
2299	2376
2376	2422
2422	2508
2508	2525
2525	2687
2687	2811
2811	2902
2902	2953
2953	2982
2982	3096
3096	3127
3127	3197
3197	3232
3232	3286
3286	3294
