0	123
123	166
166	201
201	245
245	292
292	349
349	675
675	748
748	1028
1028	1056
1056	1365
1365	1412
1412	1831
1831	2071
2071	2239
2239	2270
2270	2331
2331	2452
2452	2512
2512	2546
2546	2608
2608	2662
2662	2792
2792	2843
2843	3199
3199	3232
3232	3452
3452	3507
3507	3619
3619	3653
3653	3887
3887	4129
4129	4270
4270	4306
4306	4382
4382	4648
4648	4692
4692	4867
4867	4987
4987	5030
5030	5190
5190	5316
5316	5344
5344	5421
5421	5471
5471	5529
5529	5574
5574	5610
5610	5880
5880	5971
5971	6124
6124	6247
6247	6291
6291	6434
6434	6916
6916	6945
6945	6978
6978	7017
7017	7110
7110	7280
7280	7416
7416	7639
7639	7924
7924	7962
7962	7993
7993	8037
8037	8139
8139	8176
8176	8319
8319	8397
8397	8454
8454	8488
8488	8587
8587	8619
8619	8655
8655	8683
8683	9207
9207	9228
9228	9265
9265	9481
9481	9563
9563	9613
9613	9655
9655	9734
9734	9756
9756	9830
9830	9863
9863	9891
9891	9919
9919	10458
10458	10517
10517	10538
10538	10570
10570	10674
10674	10704
10704	10868
10868	10906
10906	10949
10949	11020
