0	55
55	150
150	166
166	181
181	196
196	234
234	256
256	349
349	366
366	394
394	417
417	514
514	575
575	619
619	646
646	689
689	706
706	723
723	739
739	753
753	799
799	841
841	894
894	1019
1019	1059
1059	1084
1084	1129
1129	1158
1158	1177
1177	1233
1233	1251
1251	1303
1303	1326
1326	1342
1342	1364
1364	1385
1385	1407
1407	1438
1438	1504
1504	1570
1570	1587
1587	1602
1602	1620
1620	1640
1640	1685
1685	1722
1722	1752
1752	1794
1794	1816
1816	1838
1838	1860
1860	1880
1880	1907
1907	1953
1953	1978
1978	1998
1998	2012
2012	2038
2038	2076
2076	2096
2096	2114
2114	2132
2132	2178
2178	2194
