0	268
268	345
345	406
406	439
439	547
547	610
610	701
701	728
728	742
742	760
760	805
805	861
861	875
875	903
903	933
933	1018
1018	1079
1079	1123
1123	1140
1140	1222
1222	1282
1282	1415
1415	1469
1469	1509
1509	1550
1550	1638
1638	1670
1670	1698
1698	1726
1726	1777
1777	1852
1852	2015
2015	2047
2047	2084
2084	2138
2138	2180
2180	2250
2250	2271
2271	2302
2302	2453
2453	2479
2479	2524
2524	2591
2591	2668
2668	2779
2779	2887
2887	2947
2947	2989
2989	3015
3015	3034
3034	3059
3059	3082
3082	3116
3116	3129
3129	3154
3154	3173
3173	3194
3194	3241
3241	3487
3487	3526
3526	3590
3590	3609
3609	3719
3719	3859
