0	25
25	40
40	68
68	87
87	106
106	134
134	156
156	171
171	186
186	205
205	226
226	245
245	265
265	288
288	305
305	321
321	334
334	356
356	387
387	438
438	479
479	496
496	539
539	595
595	622
622	645
645	686
686	706
706	721
721	737
737	764
764	800
800	901
901	944
944	1009
1009	1059
1059	1074
1074	1122
1122	1140
1140	1216
1216	1264
1264	1279
1279	1337
1337	1371
1371	1400
1400	1417
1417	1444
1444	1480
1480	1505
1505	1557
1557	1574
1574	1632
1632	1653
1653	1681
1681	1737
1737	1762
1762	1795
1795	1815
1815	1831
1831	1844
1844	1867
1867	1892
1892	1916
1916	1942
1942	1987
1987	2005
