0	64
64	102
102	116
116	163
163	228
228	296
296	348
348	402
402	468
468	523
523	536
536	583
583	643
643	656
656	703
703	764
764	822
822	837
837	883
883	896
896	943
943	956
956	1011
1011	1068
1068	1133
1133	1193
1193	1229
1229	1242
1242	1256
1256	1309
1309	1363
1363	1423
1423	1436
1436	1488
1488	1548
1548	1603
1603	1616
1616	1662
1662	1676
1676	1722
1722	1736
1736	1788
1788	1853
1853	1903
1903	1916
1916	1968
1968	2023
2023	2036
2036	2082
2082	2096
2096	2143
2143	2211
2211	2262
2262	2276
2276	2323
2323	2336
2336	2391
2391	2426
2426	2448
2448	2503
2503	2516
2516	2563
2563	2623
2623	2636
2636	2683
2683	2696
2696	2743
2743	2756
2756	2803
2803	2816
2816	2863
2863	2876
2876	2926
2926	2983
2983	2996
2996	3046
3046	3106
3106	3162
3162	3176
3176	3220
