0	179
179	281
281	329
329	449
449	477
477	516
516	563
563	585
585	601
601	753
753	774
774	801
801	849
849	864
864	884
884	1185
1185	1215
1215	1509
1509	1764
1764	1800
1800	1832
1832	1864
1864	2227
2227	2244
2244	2376
2376	2971
2971	3177
3177	3478
3478	3511
3511	3565
3565	4065
4065	4197
4197	4256
4256	4330
4330	4399
4399	4485
4485	4553
4553	4658
4658	4715
4715	4776
4776	4830
4830	5294
5294	5442
5442	6226
6226	6251
6251	6290
6290	6492
6492	6593
6593	6632
6632	6646
6646	6743
6743	6773
6773	6788
6788	6802
6802	6815
6815	6866
6866	6910
6910	6923
6923	6936
6936	6953
6953	7138
7138	7152
7152	7218
7218	7235
7235	7270
7270	7316
7316	7352
7352	7373
7373	7583
