0	44
44	84
84	102
102	118
118	134
134	163
163	184
184	220
220	308
308	479
479	499
499	543
543	587
587	637
637	696
696	792
792	877
877	929
929	997
997	1066
1066	1140
1140	1168
1168	1249
1249	1326
1326	1537
1537	1602
1602	1743
1743	1812
1812	1893
1893	2008
2008	2071
2071	2088
2088	2115
2115	2320
2320	2370
2370	2425
2425	2440
2440	2470
2470	2513
2513	2567
2567	2662
2662	2713
2713	2775
2775	2821
2821	2890
2890	2958
2958	3050
3050	3103
3103	3177
3177	3240
3240	3306
3306	3359
3359	3398
3398	3451
3451	3499
3499	3566
3566	3621
3621	3672
3672	3818
3818	3897
3897	3935
3935	3966
3966	4010
4010	4061
4061	4116
4116	4185
4185	4247
4247	4317
4317	4499
4499	4552
4552	4882
4882	4989
4989	5090
5090	5188
5188	5263
5263	5363
5363	5413
5413	5455
5455	5512
5512	5559
5559	5603
5603	5727
5727	6033
6033	6103
6103	6271
6271	6362
6362	6482
6482	6747
6747	6990
6990	7387
7387	7901
7901	8238
8238	8281
8281	8338
8338	8397
8397	8469
8469	8513
8513	8583
8583	8696
8696	8824
