0	1
643	662
980	1001
1009	1022
1268	1291
1657	1658
1666	1676
1892	1913
1996	2014
2312	2331
2587	2646
2676	2761
2899	2960
2999	3049
3319	3320
3330	3358
3569	3588
3778	3824
3857	3901
3911	3916
3926	3927
3981	3986
3997	4021
4133	4176
4269	4275
4283	4343
4459	4485
4723	4755
4761	4765
4823	4830
4836	4855
4931	4932
5031	5044
5104	5149
5207	5279
5444	5508
5533	5592
5689	5702
5784	5790
5808	5814
5820	5821
5875	5881
5908	5918
5970	5979
6022	6040
6102	6125
6203	6223
6271	6289
6500	6519
6591	6623
6732	6733
6752	6776
7000	7016
7067	7105
7226	7270
7306	7347
7430	7457
7575	7594
7662	7678
7792	7822
7830	7832
7898	7901
7919	7921
7929	7969
8020	8021
8033	8050
8175	8178
8185	8195
8208	8209
8511	8518
8610	8618
8764	8771
8951	8959
9088	9098
9195	9210
9404	9416
9564	9568
9712	9724
9734	9735
9885	9886
9898	9943
10098	10120
10226	10246
10385	10392
10494	10499
10507	10512
10523	10524
10589	10590
10597	10598
10605	10614
10816	10817
10850	10851
10859	10868
11040	11050
11129	11142
11253	11263
11269	11270
11508	11525
11737	11738
11745	11768
11785	11786
11893	11948
12070	12091
12097	12105
12115	12116
12268	12295
12435	12461
12597	12598
12604	12626
12700	12721
12836	12872
12957	12996
13251	13258
13266	13268
13288	13289
13631	13632
13639	13653
13660	13661
14015	14033
14396	14418
14674	14690
14872	14874
14885	14891
14904	14905
15014	15015
15028	15032
15039	15040
15048	15050
15192	15194
15208	15209
15343	15356
15909	15950
15956	15957
15992	15993
16044	16134
16142	16143
16151	16152
16160	16161
16220	16280
16484	16531
16540	16591
16597	16598
16780	16798
16905	16913
16962	16963
17013	17014
17048	17055
17204	17218
17344	17353
17390	17391
17402	17403
17435	17495
17505	17512
17522	17525
17972	18015
18099	18100
18108	18135
18141	18142
18192	18210
18298	18308
18399	18414
18548	18569
18661	18673
18780	18792
18917	18936
19084	19095
19238	19239
19245	19268
19350	19375
19474	19488
19496	19497
19593	19615
19699	19717
19724	19725
19759	19760
19775	19794
19854	19864
19980	19981
19989	20009
20108	20118
20377	20388
20446	20447
20472	20483
20535	20548
20625	20639
20691	20711
20718	20721
20819	20834
20864	20876
21222	21239
21300	21314
21423	21444
21509	21522
21798	21809
21818	21819
21831	21832
21841	21842
22054	22055
22063	22064
22072	22083
22186	22197
22843	22857
23082	23083
23090	23100
23111	23112
23346	23362
23496	23520
23661	23672
23680	23681
23973	23991
24042	24047
24237	24249
24319	24334
24455	24469
24570	24581
24642	24643
24651	24682
24692	24693
24720	24761
25002	25006
25014	25019
25219	25220
25226	25243
25249	25250
25365	25383
25493	25499
25506	25510
25735	25753
25810	25826
25941	25958
26018	26022
26029	26038
26243	26256
26322	26340
26586	26602
26658	26668
26674	26675
27004	27018
27029	27034
27125	27127
27147	27172
27184	27188
27238	27239
27254	27283
27453	27467
27542	27552
27692	27703
27845	27859
27872	27873
27932	27938
27949	27955
28402	28419
28454	28465
28509	28524
28745	28764
28880	28889
28956	28993
29036	29064
29182	29200
29281	29327
29338	29377
29596	29604
29716	29737
29804	29808
29815	29828
29963	29970
30132	30147
30322	30335
30445	30467
30536	30552
30661	30677
30820	30842
30924	30950
31072	31100
31214	31228
31772	31791
31967	31984
32183	32197
32656	32689
32861	32876
33011	33026
33259	33278
33339	33355
33577	33593
33600	33601
33634	33635
33642	33667
33707	33727
33814	33823
33877	33888
33992	34003
34035	34036
34158	34159
34170	34182
34189	34190
34224	34225
34232	34255
34277	34278
34361	34362
34369	34385
34392	34393
34455	34456
34475	34476
34525	34562
34686	34727
34870	34887
34918	34919
35053	35058
35082	35096
35209	35221
35371	35379
35502	35510
35586	35595
35694	35702
35768	35778
35940	35949
36173	36183
36251	36263
36375	36387
36500	36513
36806	36824
37133	37146
37241	37256
37415	37432
37541	37563
37600	37622
37780	37795
37895	37899
37948	37955
38048	38056
38132	38148
38228	38229
38242	38265
