173	175
331	332
462	463
595	596
734	735
852	853
994	995
1127	1128
1300	1301
1481	1482
1632	1633
1782	1783
1901	1902
2043	2044
2190	2191
2338	2339
2519	2520
2698	2699
2850	2852
2976	2977
3091	3092
3236	3237
3369	3370
3515	3516
3688	3689
3817	3818
3992	3993
4175	4176
4339	4340
4541	4542
4642	4643
4912	4913
5037	5038
5172	5173
5299	5300
5446	5447
5572	5573
5692	5693
5882	5883
6063	6065
6180	6181
6363	6364
6553	6554
6690	6691
6870	6871
7018	7019
7139	7140
7266	7267
7458	7460
7796	7797
7923	7924
8082	8083
8212	8213
8343	8345
8463	8464
8621	8623
8736	8737
