20	21
241	242
360	361
370	371
375	376
380	381
391	392
442	443
483	484
606	607
686	687
771	772
895	897
935	936
1017	1018
1097	1098
1305	1306
1385	1386
1454	1455
1551	1552
1593	1594
1634	1635
2004	2005
2077	2078
2168	2169
2250	2251
2374	2375
2417	2418
2497	2498
2615	2616
2674	2675
2733	2734
2824	2825
2923	2924
2990	2991
3072	3073
3154	3155
3210	3211
3319	3320
3401	3402
3903	3904
4305	4306
4506	4507
4612	4613
4829	4830
5418	5419
5550	5551
5667	5668
5805	5806
6381	6383
6396	6397
6563	6564
6605	6606
7000	7001
7121	7122
7126	7127
7146	7147
7162	7163
7167	7168
7372	7373
7568	7569
