5	6
348	349
420	421
797	798
950	951
1672	1673
1747	1748
1863	1864
1943	1944
2258	2259
2312	2313
3198	3199
3273	3274
4072	4073
4123	4124
4162	4163
5023	5024
5073	5074
5213	5214
5243	5244
5642	5643
5693	5694
7022	7023
7052	7053
7172	7173
7822	7823
7942	7943
8872	8873
8927	8928
9062	9063
9162	9163
9728	9729
9863	9864
10997	10998
11057	11058
11143	11144
11272	11273
11408	11409
11507	11508
11557	11558
11717	11718
11777	11778
11852	11853
11927	11928
12487	12488
13417	13418
13473	13474
14732	14733
14787	14788
14975	14976
15035	15036
15183	15184
15248	15249
15603	15604
15672	15673
16045	16046
