10	11
57	58
60	61
65	66
72	73
74	75
77	78
86	87
89	90
165	166
201	202
203	204
279	280
293	294
344	345
357	358
359	360
411	412
489	490
548	549
853	854
1409	1410
2129	2130
3540	3541
3696	3697
4025	4026
4165	4166
4349	4350
4784	4785
5159	5160
5376	5377
5484	5485
5681	5682
5766	5767
5909	5910
6365	6366
6570	6571
6703	6704
7669	7670
8076	8077
8357	8358
8580	8581
8759	8760
9018	9019
9192	9193
9359	9360
9631	9632
9866	9867
10586	10587
10589	10590
10987	10988
11231	11232
11323	11324
11725	11726
11925	11926
12066	12067
12637	12638
12864	12865
13063	13064
13250	13251
13286	13287
13387	13388
13389	13390
13524	13526
