18	22
133	136
269	273
302	305
348	349
402	403
438	439
558	559
605	606
642	643
675	676
743	744
808	809
843	844
906	907
973	974
1030	1031
1108	1109
1176	1177
1211	1212
1275	1276
1347	1348
1439	1440
1484	1485
1527	1528
1613	1614
1679	1680
1752	1753
1805	1806
1839	1840
1864	1865
1889	1890
1973	1974
2124	2125
2178	2179
2214	2215
2286	2287
2357	2358
2427	2428
2553	2554
2660	2663
2792	2793
3070	3071
3158	3159
3301	3302
3376	3377
3443	3444
3500	3501
3545	3546
3717	3718
3752	3753
3818	3819
3882	3883
3952	3953
4052	4053
4119	4120
4184	4185
4218	4219
4280	4281
4350	4351
4450	4451
4517	4518
4584	4585
4652	4653
