0	991
992	1247
1248	1419
1420	1608
1609	1735
1736	1860
1861	1968
1969	2088
2089	2491
2492	2733
2734	3001
3002	3079
3080	3159
3160	3351
3352	3432
3433	3521
3522	3991
3992	4128
4129	4186
4187	4275
4276	4399
4400	4435
4436	4642
4643	4897
4898	4957
4958	5523
5524	5568
5569	5602
5603	5841
5842	6067
6068	6213
6214	6497
6498	6610
6611	7575
7576	7811
7812	8180
8181	8337
8338	8386
8387	8464
8465	8615
8616	8739
8740	8814
8815	9099
9100	9316
9317	9462
9463	9577
9578	10023
10024	10241
10242	10723
10724	10939
10940	11270
11271	11302
11303	11347
11348	11539
11540	11589
11590	11962
11963	12018
12019	12297
12298	12397
12398	12435
12436	12521
12522	12671
12672	13210
13211	13625
13626	13850
13851	14511
14512	14974
14975	15103
15104	15386
15387	15484
15485	15646
15647	15717
15718	15763
15764	15778
15779	15943
15944	15994
15995	16088
16089	16361
16362	16443
16444	17691
17692	17803
17804	17818
17819	17859
17860	17915
17916	17935
17936	17959
17960	17991
17992	18043
18044	18135
18136	18451
18452	18467
18468	18698
18699	19296
19297	19368
19369	19516
19517	19615
19616	19739
19740	19847
19848	19939
19940	20052
20053	20181
20182	20398
20399	20419
20420	20779
20780	20922
20923	21071
21072	21175
21176	21210
21211	21573
21574	22498
22499	22634
22635	22723
22724	22875
22876	23017
23018	23182
23183	23275
23276	23509
23510	23575
23576	23666
23667	23859
23860	23961
23962	24070
24071	24183
24184	24212
24213	24301
24302	24401
24402	24511
24512	24674
24675	24802
24803	24842
24843	24886
24887	24914
24915	25036
25037	25384
25385	25461
25462	25867
25868	25918
25919	26195
26196	26640
26641	26743
26744	28574
28575	31001
